TIME,INT
0.0333,76.7752
0.0667,84.4505
0.1000,95.1216
0.1333,95.0473
0.1667,89.2755
0.2000,80.7868
0.2333,80.6820
0.2667,80.6495
0.3000,80.2520
0.3333,79.6765
0.3667,77.0984
0.4000,77.1101
0.4333,76.8842
0.4667,76.0979
0.5000,76.0932
0.5333,76.2415
0.5667,76.2935
0.6000,75.9922
0.6333,75.9547
0.6667,76.2779
0.7000,76.3017
0.7333,75.9907
0.7667,76.0234
0.8000,76.3906
0.8333,76.3441
0.8667,73.7390
0.9000,2.5156
0.9333,0.0000
0.9667,0.0000
1.0000,0.0000
1.0333,0.0006
1.0667,0.0003
1.1000,0.0002
1.1333,0.0001
1.1667,0.0004
1.2000,0.0002
1.2333,0.0028
1.2667,0.0027
1.3000,0.0021
1.3333,0.0032
1.3667,0.0020
1.4000,0.0038
1.4333,0.0027
1.4667,0.0028
1.5000,0.0033
1.5333,0.0049
1.5667,0.0029
1.6000,0.0034
1.6333,0.0044
1.6667,0.0049
1.7000,0.0075
1.7333,0.0069
1.7667,0.0047
1.8000,0.0073
1.8333,0.0083
1.8667,14.4960
1.9000,85.8344
1.9333,91.4359
1.9667,91.3788
2.0000,91.2921
2.0333,86.8953
2.0667,81.2541
2.1000,81.2604
2.1333,81.1355
2.1667,80.9179
2.2000,79.9614
2.2333,77.6236
2.2667,77.7984
2.3000,77.8208
2.3333,77.0792
2.3667,76.9661
2.4000,76.8015
2.4333,76.3770
2.4667,75.8409
2.5000,75.5217
2.5333,75.8856
2.5667,75.8436
2.6000,75.5789
2.6333,75.5411
2.6667,75.8318
2.7000,75.8660
2.7333,75.5594
2.7667,75.4442
2.8000,75.5023
2.8333,75.9516
2.8667,75.9846
2.9000,76.0130
2.9333,75.9478
2.9667,75.9679
3.0000,75.8047
3.0333,75.6811
3.0667,75.7889
3.1000,75.6863
3.1333,75.5541
3.1667,75.4448
3.2000,75.1807
3.2333,75.0782
3.2667,74.8863
3.3000,74.7711
3.3333,74.7033
3.3667,74.4347
3.4000,74.2656
3.4333,73.8838
3.4667,73.7361
3.5000,73.3818
3.5333,73.3279
3.5667,73.3911
3.6000,73.5506
3.6333,73.6620
3.6667,73.6798
3.7000,73.8465
3.7333,73.8986
3.7667,74.0384
3.8000,74.1582
3.8333,74.0828
3.8667,64.7332
3.9000,0.1026
3.9333,0.0000
3.9667,0.0000
4.0000,0.0000
4.0333,0.0000
4.0667,0.0000
4.1000,0.0001
4.1333,0.0000
4.1667,0.0001
4.2000,0.0001
4.2333,0.0009
4.2667,0.0004
4.3000,0.0002
4.3333,0.0011
4.3667,0.0003
4.4000,0.0018
4.4333,0.0007
4.4667,0.0022
4.5000,0.0013
4.5333,0.0022
4.5667,0.0022
4.6000,0.0043
4.6333,0.0038
4.6667,0.0049
4.7000,0.0081
4.7333,0.0098
4.7667,0.0123
4.8000,0.0121
4.8333,0.0120
4.8667,24.5400
4.9000,85.7159
4.9333,87.6233
4.9667,87.5956
5.0000,87.5663
5.0333,86.5982
