TIME,INT
0.0333,0.0000
0.0667,0.0000
0.1000,0.0000
0.1333,0.0002
0.1667,0.0003
0.2000,0.0003
0.2333,0.0001
0.2667,0.0001
0.3000,0.0003
0.3333,0.0002
0.3667,0.0003
0.4000,0.0000
0.4333,0.0001
0.4667,0.0001
0.5000,0.0001
0.5333,0.0001
0.5667,0.0003
0.6000,0.0004
0.6333,0.0001
0.6667,0.0001
0.7000,0.0000
0.7333,0.0002
0.7667,0.0001
0.8000,0.0001
0.8333,0.0002
0.8667,0.0004
0.9000,0.0003
0.9333,0.0001
0.9667,0.0001
1.0000,0.0000
1.0333,0.0003
1.0667,0.0003
1.1000,0.0001
1.1333,0.0002
1.1667,0.0000
1.2000,0.0000
1.2333,0.0001
1.2667,0.0002
1.3000,0.0001
1.3333,0.0000
1.3667,0.0001
1.4000,0.0001
1.4333,0.0001
1.4667,0.0001
1.5000,0.0000
1.5333,0.0000
1.5667,0.0000
1.6000,0.0000
1.6333,0.0000
1.6667,0.0000
1.7000,0.0000
1.7333,0.0000
1.7667,0.0000
1.8000,0.0000
1.8333,0.0000
1.8667,0.0000
1.9000,0.0000
1.9333,0.0000
1.9667,0.0000
2.0000,0.0000
2.0333,0.0000
2.0667,0.0000
2.1000,0.0000
2.1333,0.0000
2.1667,0.0000
2.2000,0.0000
2.2333,0.0000
2.2667,0.0000
2.3000,0.0000
2.3333,0.0000
2.3667,0.0000
2.4000,0.0000
2.4333,0.0000
2.4667,0.0000
2.5000,0.0000
2.5333,0.0000
2.5667,0.0000
2.6000,0.0000
2.6333,0.0000
2.6667,51.1239
2.7000,88.6553
2.7333,97.4810
2.7667,97.4668
2.8000,97.3439
2.8333,91.6676
2.8667,85.6446
2.9000,85.6081
2.9333,85.1011
2.9667,85.0235
3.0000,84.7411
3.0333,82.2294
3.0667,82.4698
3.1000,82.4743
3.1333,79.8249
3.1667,79.7852
3.2000,80.0790
3.2333,77.2945
3.2667,77.0619
3.3000,77.0495
3.3333,75.0962
3.3667,75.0220
3.4000,74.6123
3.4333,74.0095
3.4667,74.1094
3.5000,74.5191
3.5333,74.8846
3.5667,74.9143
3.6000,75.1052
3.6333,75.0569
3.6667,18.4553
3.7000,0.0000
3.7333,0.0000
3.7667,0.0000
3.8000,0.0000
3.8333,0.0000
3.8667,0.0000
3.9000,0.0000
3.9333,0.0000
3.9667,0.0000
4.0000,0.0000
4.0333,0.0000
4.0667,0.0000
4.1000,0.0000
4.1333,0.0000
4.1667,0.0000
4.2000,0.0000
4.2333,0.0000
4.2667,0.0001
4.3000,0.0000
4.3333,0.0000
4.3667,0.0000
4.4000,0.0000
4.4333,0.0000
4.4667,0.0000
4.5000,0.0000
4.5333,0.0000
4.5667,0.0000
4.6000,0.0000
4.6333,0.0000
4.6667,66.2612
4.7000,87.9403
4.7333,93.1769
4.7667,93.1054
4.8000,87.3225
4.8333,87.3071
4.8667,87.1785
4.9000,87.2347
4.9333,87.1352
4.9667,87.2001
5.0000,83.9337
5.0333,83.8731
5.0667,84.0736
5.1000,84.0306
5.1333,80.6479
5.1667,80.6001
5.2000,80.8903
5.2333,80.9276
5.2667,77.3183
5.3000,77.2620
5.3333,77.5833
5.3667,77.5840
5.4000,74.3033
5.4333,74.3845
5.4667,74.3937
5.5000,74.8424
5.5333,74.6532
5.5667,74.7667
5.6000,74.8762
5.6333,74.5828
5.6667,3.6772
5.7000,0.0000
5.7333,0.0000
5.7667,0.0000
5.8000,0.0000
5.8333,0.0000
5.8667,0.0000
5.9000,0.0000
5.9333,0.0000
5.9667,0.0000
6.0000,0.0000
6.0333,0.0001
6.0667,0.0001
6.1000,0.0001
6.1333,0.0001
6.1667,0.0000
6.2000,0.0001
6.2333,0.0001
6.2667,0.0000
6.3000,0.0001
6.3333,0.0002
6.3667,0.0004
6.4000,0.0002
6.4333,0.0002
6.4667,0.0003
6.5000,0.0007
6.5333,0.0005
6.5667,0.0005
6.6000,0.0001
6.6333,0.0004
6.6667,0.0002
6.7000,0.0002
6.7333,0.0002
6.7667,0.0002
6.8000,0.0004
6.8333,0.0002
6.8667,0.0003
6.9000,0.0009
6.9333,0.0012
6.9667,0.0012
7.0000,0.0029
7.0333,0.0036
7.0667,0.0029
7.1000,0.0019
7.1333,0.0020
7.1667,0.0014
7.2000,0.0010
7.2333,0.0012
7.2667,0.0008
7.3000,0.0011
7.3333,0.0007
7.3667,0.0008
7.4000,0.0004
7.4333,0.0008
7.4667,0.0004
7.5000,0.0006
7.5333,0.0002
7.5667,0.0006
7.6000,0.0006
7.6333,0.0002
7.6667,0.0004
7.7000,0.0004
7.7333,0.0003
7.7667,0.0004
7.8000,0.0005
7.8333,0.0005
7.8667,0.0011
7.9000,0.0004
7.9333,0.0004
7.9667,0.0002
8.0000,0.0003
8.0333,0.0006
8.0667,0.0002
8.1000,0.0002
8.1333,0.0003
8.1667,0.0005
8.2000,0.0007
8.2333,0.0005
8.2667,0.0005
8.3000,0.0006
8.3333,0.0006
8.3667,0.0007
8.4000,0.0005
8.4333,0.0003
8.4667,0.0004
8.5000,0.0003
8.5333,0.0002
8.5667,0.0004
8.6000,0.0002
8.6333,13.3218
8.6667,79.8067
8.7000,92.2269
8.7333,92.4820
8.7667,92.7421
8.8000,92.9767
8.8333,90.4292
8.8667,90.5304
8.9000,90.7210
8.9333,90.8583
8.9667,87.7898
9.0000,87.9023
9.0333,88.0572
9.0667,88.1945
9.1000,84.9039
9.1333,84.9153
9.1667,85.0732
9.2000,85.1689
9.2333,85.0432
9.2667,81.1775
9.3000,81.2772
9.3333,81.3886
9.3667,78.6552
9.4000,78.6758
9.4333,78.7930
9.4667,78.8752
9.5000,78.7244
9.5333,78.7800
9.5667,78.8970
9.6000,78.9657
9.6333,69.4659
9.6667,0.0127
9.7000,0.0000
9.7333,0.0000
9.7667,0.0000
9.8000,0.0000
9.8333,0.0000
9.8667,0.0000
9.9000,0.0000
9.9333,0.0000
9.9667,0.0000
10.0000,0.0000
10.0333,0.0000
10.0667,0.0000
10.1000,0.0000
10.1333,0.0000
10.1667,0.0000
10.2000,0.0000
10.2333,0.0000
10.2667,0.0000
10.3000,0.0000
10.3333,0.0000
10.3667,0.0000
10.4000,0.0000
10.4333,0.0000
10.4667,0.0000
10.5000,0.0001
10.5333,0.0001
10.5667,0.0000
